seat_no,paper_1_IA,paper_2_IA,paper_3_IA,paper_4_IA,paper_5_IA,paper_6_IA,paper_7_IA,paper_8_IA,paper_9_IA,paper_10_IA,paper_1_TOT,paper_2_TOT,paper_3_TOT,paper_4_TOT,paper_5_TOT,paper_6_TOT,paper_7_TOT,paper_8_TOT,paper_9_TOT,paper_10_TOT,paper_1_EX,paper_2_EX,paper_3_EX,paper_4_EX,paper_5_EX,paper_6_EX,paper_7_EX,paper_8_EX,paper_9_EX,paper_10_EX
5201734,10.0,15.0,21.0,22.0,42.0,17.0,17.0,12.0,22.0,21.0,59.0,70.0,43.0,44.0,65.0,73.0,71.0,75.0,22.0,21.0,49.0,55.0,49.0,55.0,22.0,56.0,54.0,63.0,22.0,23.0
5201735,15.0,16.0,22.0,21.0,46.0,18.0,20.0,16.0,23.0,24.0,62.0,80.0,44.0,42.0,68.0,69.0,81.0,71.0,23.0,24.0,47.0,64.0,47.0,64.0,22.0,51.0,61.0,55.0,21.0,22.0
5201736,8.0,12.0,20.0,21.0,44.0,16.0,14.0,10.0,21.0,20.0,49.0,51.0,42.0,42.0,67.0,70.0,72.0,63.0,21.0,20.0,41.0,39.0,41.0,39.0,22.0,54.0,58.0,53.0,21.0,23.0
5201737,10.0,8.0,22.0,18.0,38.0,12.0,11.0,7.0,17.0,20.0,37.0,24.0,44.0,36.0,58.0,45.0,31.0,44.0,17.0,20.0,27.0,16.0,27.0,16.0,22.0,33.0,20.0,37.0,18.0,20.0
5201738,9.0,12.0,20.0,18.0,47.0,13.0,14.0,12.0,18.0,21.0,45.0,50.0,40.0,36.0,71.0,49.0,54.0,75.0,18.0,21.0,36.0,38.0,36.0,38.0,20.0,36.0,40.0,63.0,18.0,24.0
5201739,12.0,11.0,24.0,21.0,40.0,16.0,10.0,10.0,21.0,20.0,45.0,47.0,48.0,42.0,62.0,72.0,60.0,52.0,21.0,20.0,33.0,36.0,33.0,36.0,24.0,56.0,50.0,42.0,21.0,22.0
5201740,14.0,15.0,22.0,19.0,40.0,15.0,16.0,14.0,20.0,20.0,79.0,60.0,44.0,38.0,63.0,71.0,87.0,69.0,20.0,20.0,65.0,45.0,65.0,45.0,22.0,56.0,71.0,55.0,19.0,23.0
5201741,8.0,10.0,22.0,21.0,44.0,16.0,15.0,10.0,21.0,21.0,50.0,48.0,44.0,42.0,67.0,65.0,73.0,55.0,21.0,21.0,42.0,38.0,42.0,38.0,22.0,49.0,58.0,45.0,21.0,23.0
5201742,13.0,11.0,22.0,16.0,44.0,9.0,13.0,7.0,16.0,20.0,57.0,44.0,44.0,32.0,66.0,51.0,47.0,39.0,16.0,20.0,44.0,33.0,44.0,33.0,22.0,42.0,34.0,32.0,16.0,22.0
5201743,14.0,12.0,22.0,21.0,39.0,16.0,15.0,10.0,21.0,20.0,68.0,55.0,44.0,42.0,59.0,48.0,58.0,48.0,21.0,20.0,54.0,43.0,54.0,43.0,22.0,32.0,43.0,38.0,21.0,20.0
5201744,10.0,14.0,20.0,22.0,38.0,17.0,15.0,12.0,22.0,21.0,55.0,69.0,42.0,44.0,58.0,59.0,61.0,67.0,22.0,21.0,45.0,55.0,45.0,55.0,22.0,42.0,46.0,55.0,22.0,20.0
5201745,17.0,14.0,22.0,20.0,42.0,16.0,16.0,11.0,21.0,21.0,61.0,60.0,44.0,40.0,64.0,69.0,69.0,59.0,21.0,21.0,44.0,46.0,44.0,46.0,22.0,53.0,53.0,48.0,20.0,22.0
5201746,14.0,12.0,22.0,20.0,44.0,15.0,17.0,9.0,20.0,22.0,57.0,78.0,44.0,40.0,67.0,61.0,77.0,62.0,20.0,22.0,43.0,66.0,43.0,66.0,22.0,46.0,60.0,53.0,20.0,23.0
5201747,,,,,,,,,,,,,,,,,,,,,27.0,51.0,,,,50.0,34.0,46.0,,
5201748,15.0,12.0,22.0,21.0,45.0,15.0,15.0,9.0,20.0,20.0,70.0,60.0,44.0,42.0,69.0,56.0,69.0,49.0,20.0,20.0,55.0,48.0,55.0,48.0,22.0,41.0,54.0,40.0,21.0,24.0
5201749,8.0,12.0,22.0,17.0,44.0,12.0,13.0,11.0,17.0,20.0,33.0,55.0,44.0,35.0,65.0,51.0,62.0,46.0,17.0,20.0,25.0,43.0,25.0,43.0,22.0,39.0,49.0,35.0,18.0,21.0
5201750,12.0,13.0,20.0,21.0,42.0,17.0,16.0,11.0,22.0,21.0,60.0,52.0,42.0,41.0,62.0,66.0,65.0,58.0,22.0,21.0,48.0,39.0,48.0,39.0,22.0,49.0,49.0,47.0,20.0,20.0
5201751,8.0,8.0,20.0,19.0,44.0,13.0,9.0,8.0,18.0,18.0,36.0,51.0,41.0,38.0,66.0,48.0,41.0,51.0,18.0,18.0,28.0,43.0,28.0,43.0,21.0,35.0,32.0,43.0,19.0,22.0
5201752,15.0,14.0,22.0,21.0,43.0,16.0,19.0,12.0,21.0,24.0,64.0,65.0,44.0,42.0,65.0,70.0,69.0,62.0,21.0,24.0,49.0,51.0,49.0,51.0,22.0,54.0,50.0,50.0,21.0,22.0
5201753,8.0,12.0,21.0,20.0,40.0,15.0,15.0,9.0,20.0,20.0,61.0,54.0,43.0,40.0,61.0,57.0,47.0,50.0,20.0,20.0,53.0,42.0,53.0,42.0,22.0,42.0,32.0,41.0,20.0,21.0
5201754,18.0,15.0,22.0,22.0,40.0,17.0,19.0,11.0,22.0,24.0,70.0,73.0,44.0,44.0,61.0,77.0,83.0,66.0,22.0,24.0,52.0,58.0,52.0,58.0,22.0,60.0,64.0,55.0,22.0,21.0
5201755,10.0,9.0,22.0,22.0,42.0,15.0,13.0,7.0,20.0,20.0,55.0,54.0,44.0,44.0,65.0,56.0,79.0,44.0,20.0,20.0,45.0,45.0,45.0,45.0,22.0,41.0,66.0,37.0,22.0,23.0
5201756,18.0,14.0,23.0,18.0,43.0,13.0,10.0,8.0,18.0,20.0,60.0,56.0,45.0,36.0,64.0,61.0,57.0,46.0,18.0,20.0,42.0,42.0,42.0,42.0,22.0,48.0,47.0,38.0,18.0,21.0
5201757,14.0,14.0,22.0,22.0,39.0,18.0,17.0,15.0,23.0,21.0,56.0,46.0,44.0,44.0,60.0,67.0,61.0,65.0,23.0,21.0,42.0,32.0,42.0,32.0,22.0,49.0,44.0,50.0,22.0,21.0
5201758,14.0,11.0,22.0,22.0,41.0,16.0,18.0,12.0,21.0,22.0,75.0,54.0,44.0,44.0,59.0,60.0,60.0,50.0,21.0,22.0,61.0,43.0,61.0,43.0,22.0,44.0,42.0,38.0,22.0,18.0
5201759,18.0,15.0,22.0,21.0,45.0,15.0,15.0,10.0,20.0,20.0,57.0,49.0,44.0,42.0,68.0,64.0,56.0,52.0,20.0,20.0,39.0,34.0,39.0,34.0,22.0,49.0,41.0,42.0,21.0,23.0
5201760,20.0,16.0,24.0,22.0,41.0,18.0,18.0,14.0,23.0,23.0,63.0,61.0,47.0,43.0,62.0,67.0,72.0,71.0,23.0,23.0,43.0,45.0,43.0,45.0,23.0,49.0,54.0,57.0,21.0,21.0
5201761,19.0,15.0,22.0,22.0,42.0,16.0,17.0,13.0,21.0,21.0,75.0,69.0,44.0,44.0,62.0,70.0,67.0,63.0,21.0,21.0,56.0,54.0,56.0,54.0,22.0,54.0,50.0,50.0,22.0,20.0
5201762,8.0,12.0,20.0,17.0,45.0,11.0,13.0,11.0,16.0,20.0,54.0,51.0,41.0,33.0,68.0,12.0,45.0,55.0,16.0,20.0,46.0,39.0,46.0,39.0,21.0,1.0,32.0,44.0,16.0,23.0
5201763,17.0,11.0,23.0,21.0,45.0,17.0,17.0,14.0,22.0,22.0,56.0,59.0,46.0,41.0,69.0,67.0,74.0,66.0,22.0,22.0,39.0,48.0,39.0,48.0,23.0,50.0,57.0,52.0,20.0,24.0
5015784,15.0,15.0,20.0,21.0,45.0,16.0,15.0,16.0,18.0,20.0,62.0,75.0,36.0,43.0,67.0,56.0,69.0,75.0,18.0,20.0,47.0,60.0,47.0,60.0,16.0,40.0,54.0,59.0,22.0,22.0
5015785,10.0,10.0,20.0,19.0,41.0,12.0,13.0,14.0,18.0,17.0,64.0,55.0,36.0,40.0,61.0,51.0,52.0,61.0,18.0,17.0,54.0,45.0,54.0,45.0,16.0,39.0,39.0,47.0,21.0,20.0
5015786,18.0,18.0,24.0,23.0,44.0,14.0,14.0,16.0,20.0,23.0,80.0,88.0,47.0,46.0,65.0,57.0,54.0,60.0,20.0,23.0,62.0,70.0,62.0,70.0,23.0,43.0,40.0,44.0,23.0,21.0
5015787,12.0,13.0,17.0,20.0,32.0,18.0,12.0,10.0,16.0,13.0,68.0,59.0,31.0,40.0,50.0,64.0,72.0,64.0,16.0,13.0,56.0,46.0,56.0,46.0,14.0,46.0,60.0,54.0,20.0,18.0
5015788,12.0,14.0,19.0,22.0,42.0,14.0,10.0,9.0,18.0,15.0,66.0,46.0,37.0,42.0,62.0,75.0,66.0,50.0,18.0,15.0,54.0,32.0,54.0,32.0,18.0,61.0,56.0,41.0,20.0,20.0
5015789,13.0,14.0,19.0,21.0,42.0,18.0,13.0,12.0,19.0,17.0,51.0,66.0,42.0,43.0,64.0,65.0,61.0,64.0,19.0,17.0,38.0,52.0,38.0,52.0,23.0,47.0,48.0,52.0,22.0,22.0
5015790,12.0,14.0,21.0,22.0,40.0,14.0,12.0,9.0,18.0,12.0,48.0,65.0,36.0,45.0,61.0,50.0,57.0,55.0,18.0,12.0,36.0,51.0,36.0,51.0,15.0,36.0,45.0,46.0,23.0,21.0
5015791,17.0,16.0,21.0,21.0,44.0,18.0,17.0,15.0,19.0,18.0,72.0,65.0,44.0,43.0,66.0,83.0,70.0,77.0,19.0,18.0,55.0,49.0,55.0,49.0,23.0,65.0,53.0,62.0,22.0,22.0
5015792,9.0,13.0,16.0,17.0,40.0,11.0,11.0,8.0,15.0,15.0,56.0,38.0,32.0,37.0,60.0,43.0,38.0,42.0,15.0,15.0,47.0,25.0,47.0,25.0,16.0,32.0,27.0,34.0,20.0,20.0
5015793,18.0,20.0,23.0,22.0,47.0,18.0,18.0,13.0,23.0,23.0,73.0,78.0,46.0,45.0,71.0,66.0,70.0,70.0,23.0,23.0,55.0,58.0,55.0,58.0,23.0,48.0,52.0,57.0,23.0,24.0
5015794,9.0,12.0,14.0,18.0,44.0,9.0,6.0,11.0,16.0,11.0,41.0,52.0,30.0,38.0,65.0,53.0,23.0,46.0,16.0,11.0,32.0,40.0,32.0,40.0,16.0,44.0,17.0,35.0,20.0,21.0
5015795,16.0,15.0,19.0,21.0,45.0,14.0,13.0,18.0,18.0,16.0,74.0,54.0,40.0,43.0,66.0,71.0,,77.0,18.0,16.0,58.0,39.0,58.0,39.0,21.0,57.0,,59.0,22.0,21.0
5015796,12.0,9.0,21.0,21.0,41.0,11.0,12.0,14.0,20.0,18.0,44.0,55.0,42.0,41.0,61.0,46.0,60.0,70.0,20.0,18.0,32.0,46.0,32.0,46.0,21.0,35.0,48.0,56.0,20.0,20.0
5015797,12.0,14.0,16.0,19.0,32.0,12.0,11.0,10.0,17.0,13.0,53.0,54.0,32.0,41.0,49.0,61.0,52.0,50.0,17.0,13.0,41.0,40.0,41.0,40.0,16.0,49.0,41.0,40.0,22.0,17.0
5015798,9.0,15.0,18.0,20.0,38.0,10.0,10.0,9.0,17.0,14.0,47.0,49.0,36.0,39.0,57.0,55.0,62.0,46.0,17.0,14.0,38.0,34.0,38.0,34.0,18.0,45.0,52.0,37.0,19.0,19.0
5015799,8.0,12.0,17.0,22.0,44.0,11.0,10.0,9.0,19.0,18.0,45.0,55.0,35.0,45.0,66.0,59.0,49.0,48.0,19.0,18.0,37.0,43.0,37.0,43.0,18.0,48.0,39.0,39.0,23.0,22.0
5015800,14.0,16.0,18.0,20.0,47.0,15.0,15.0,12.0,19.0,20.0,60.0,69.0,37.0,41.0,68.0,66.0,65.0,79.0,19.0,20.0,46.0,53.0,46.0,53.0,19.0,51.0,50.0,67.0,21.0,21.0
5015801,10.0,10.0,16.0,17.0,43.0,14.0,13.0,9.0,16.0,15.0,61.0,58.0,31.0,35.0,64.0,63.0,58.0,64.0,16.0,15.0,51.0,48.0,51.0,48.0,15.0,49.0,45.0,55.0,18.0,21.0
5015802,11.0,16.0,18.0,20.0,41.0,15.0,11.0,11.0,17.0,13.0,68.0,60.0,38.0,42.0,62.0,57.0,59.0,55.0,17.0,13.0,57.0,44.0,57.0,44.0,20.0,42.0,48.0,44.0,22.0,21.0
5015803,13.0,15.0,23.0,20.0,47.0,14.0,16.0,12.0,20.0,21.0,64.0,69.0,41.0,40.0,70.0,55.0,83.0,62.0,20.0,21.0,51.0,54.0,51.0,54.0,18.0,41.0,67.0,50.0,20.0,23.0
5015804,17.0,16.0,21.0,21.0,47.0,18.0,19.0,13.0,21.0,22.0,80.0,57.0,44.0,43.0,70.0,71.0,69.0,87.0,21.0,22.0,63.0,41.0,63.0,41.0,23.0,53.0,50.0,74.0,22.0,23.0
5015805,6.0,9.0,17.0,20.0,39.0,4.0,8.0,8.0,17.0,14.0,34.0,41.0,32.0,39.0,58.0,36.0,25.0,43.0,17.0,14.0,28.0,32.0,28.0,32.0,15.0,32.0,17.0,35.0,19.0,19.0
5015806,15.0,20.0,20.0,21.0,40.0,16.0,16.0,18.0,21.0,18.0,72.0,78.0,42.0,44.0,60.0,80.0,80.0,85.0,21.0,18.0,57.0,58.0,57.0,58.0,22.0,64.0,64.0,67.0,23.0,20.0
5015807,12.0,16.0,20.0,21.0,45.0,18.0,17.0,16.0,18.0,18.0,62.0,55.0,36.0,43.0,66.0,65.0,66.0,64.0,18.0,18.0,50.0,39.0,50.0,39.0,16.0,47.0,49.0,48.0,22.0,21.0
5015808,16.0,17.0,22.0,19.0,42.0,14.0,15.0,17.0,20.0,18.0,61.0,67.0,41.0,43.0,62.0,55.0,66.0,69.0,20.0,18.0,45.0,50.0,45.0,50.0,19.0,41.0,51.0,52.0,24.0,20.0
5015809,18.0,20.0,23.0,24.0,42.0,20.0,18.0,16.0,21.0,21.0,76.0,62.0,43.0,46.0,63.0,89.0,90.0,74.0,21.0,21.0,58.0,42.0,58.0,42.0,20.0,69.0,72.0,58.0,22.0,21.0
5015810,11.0,13.0,19.0,19.0,42.0,14.0,14.0,12.0,17.0,16.0,58.0,57.0,35.0,38.0,65.0,68.0,61.0,67.0,17.0,16.0,47.0,44.0,47.0,44.0,16.0,54.0,47.0,55.0,19.0,23.0
5015811,16.0,18.0,22.0,22.0,40.0,19.0,18.0,19.0,21.0,21.0,64.0,75.0,44.0,46.0,60.0,84.0,77.0,85.0,21.0,21.0,48.0,57.0,48.0,57.0,22.0,65.0,59.0,66.0,24.0,20.0
5015812,12.0,12.0,18.0,21.0,41.0,13.0,12.0,12.0,17.0,19.0,61.0,57.0,34.0,42.0,64.0,56.0,59.0,62.0,17.0,19.0,49.0,45.0,49.0,45.0,16.0,43.0,47.0,50.0,21.0,23.0
5015813,9.0,13.0,16.0,20.0,43.0,14.0,11.0,7.0,17.0,15.0,57.0,60.0,31.0,39.0,66.0,58.0,51.0,63.0,17.0,15.0,48.0,47.0,48.0,47.0,15.0,44.0,40.0,56.0,19.0,23.0
5015814,18.0,13.0,19.0,19.0,47.0,17.0,14.0,17.0,18.0,14.0,69.0,54.0,42.0,42.0,69.0,69.0,72.0,70.0,18.0,14.0,51.0,41.0,51.0,41.0,23.0,52.0,58.0,53.0,23.0,22.0
5015815,15.0,18.0,21.0,23.0,44.0,14.0,17.0,20.0,18.0,20.0,84.0,61.0,43.0,43.0,65.0,67.0,70.0,61.0,18.0,20.0,69.0,43.0,69.0,43.0,22.0,53.0,53.0,41.0,20.0,21.0
5015816,15.0,18.0,21.0,17.0,45.0,19.0,18.0,17.0,19.0,18.0,68.0,60.0,43.0,37.0,66.0,81.0,82.0,81.0,19.0,18.0,53.0,42.0,53.0,42.0,22.0,62.0,64.0,64.0,20.0,21.0
5015817,18.0,18.0,22.0,23.0,48.0,19.0,18.0,18.0,20.0,20.0,82.0,63.0,46.0,47.0,70.0,68.0,82.0,76.0,20.0,20.0,64.0,45.0,64.0,45.0,24.0,49.0,64.0,58.0,24.0,22.0
5015818,16.0,19.0,22.0,22.0,47.0,18.0,15.0,18.0,18.0,17.0,67.0,66.0,46.0,45.0,70.0,74.0,84.0,81.0,18.0,17.0,51.0,47.0,51.0,47.0,24.0,56.0,69.0,63.0,23.0,23.0
5015819,17.0,19.0,23.0,21.0,47.0,20.0,18.0,16.0,22.0,22.0,80.0,71.0,45.0,42.0,70.0,80.0,76.0,72.0,22.0,22.0,63.0,52.0,63.0,52.0,22.0,60.0,58.0,56.0,21.0,23.0
5015820,14.0,16.0,20.0,22.0,34.0,16.0,15.0,17.0,19.0,20.0,47.0,54.0,39.0,43.0,52.0,60.0,63.0,63.0,19.0,20.0,33.0,38.0,33.0,38.0,19.0,44.0,48.0,46.0,21.0,18.0
5015821,18.0,18.0,21.0,22.0,45.0,19.0,15.0,14.0,20.0,20.0,87.0,57.0,44.0,40.0,68.0,62.0,64.0,64.0,20.0,20.0,69.0,39.0,69.0,39.0,23.0,43.0,49.0,50.0,18.0,23.0
5015822,19.0,17.0,21.0,22.0,45.0,19.0,17.0,17.0,20.0,22.0,73.0,78.0,43.0,45.0,66.0,68.0,78.0,81.0,20.0,22.0,54.0,61.0,54.0,61.0,22.0,49.0,61.0,64.0,23.0,21.0
5015823,17.0,19.0,20.0,18.0,41.0,16.0,13.0,17.0,19.0,16.0,61.0,74.0,41.0,41.0,63.0,62.0,59.0,51.0,19.0,16.0,44.0,55.0,44.0,55.0,21.0,46.0,46.0,34.0,23.0,22.0
5015824,12.0,14.0,17.0,22.0,47.0,16.0,12.0,16.0,18.0,20.0,64.0,64.0,32.0,45.0,71.0,81.0,65.0,66.0,18.0,20.0,52.0,50.0,52.0,50.0,15.0,65.0,53.0,50.0,23.0,24.0
5015825,12.0,16.0,22.0,19.0,48.0,17.0,15.0,15.0,20.0,20.0,62.0,68.0,43.0,41.0,71.0,75.0,69.0,75.0,20.0,20.0,50.0,52.0,50.0,52.0,21.0,58.0,54.0,60.0,22.0,23.0
5015826,19.0,20.0,21.0,22.0,47.0,18.0,18.0,16.0,21.0,21.0,79.0,65.0,41.0,45.0,69.0,69.0,73.0,70.0,21.0,21.0,60.0,45.0,60.0,45.0,20.0,51.0,55.0,54.0,23.0,22.0
5015827,18.0,20.0,20.0,21.0,44.0,20.0,17.0,19.0,19.0,19.0,72.0,85.0,41.0,42.0,68.0,84.0,65.0,83.0,19.0,19.0,54.0,65.0,54.0,65.0,21.0,64.0,48.0,64.0,21.0,24.0
5015828,13.0,18.0,19.0,20.0,45.0,19.0,18.0,17.0,20.0,18.0,69.0,66.0,39.0,41.0,68.0,69.0,90.0,77.0,20.0,18.0,56.0,48.0,56.0,48.0,20.0,50.0,72.0,60.0,21.0,23.0
5015829,13.0,16.0,21.0,19.0,42.0,16.0,17.0,15.0,20.0,20.0,74.0,80.0,38.0,40.0,63.0,62.0,71.0,83.0,20.0,20.0,61.0,64.0,61.0,64.0,17.0,46.0,54.0,68.0,21.0,21.0
5015830,14.0,14.0,21.0,20.0,47.0,15.0,18.0,13.0,20.0,20.0,65.0,74.0,40.0,40.0,70.0,81.0,70.0,81.0,20.0,20.0,51.0,60.0,51.0,60.0,19.0,66.0,52.0,68.0,20.0,23.0
5015831,15.0,17.0,23.0,22.0,47.0,19.0,17.0,17.0,20.0,21.0,60.0,73.0,46.0,45.0,71.0,67.0,74.0,81.0,20.0,21.0,45.0,56.0,45.0,56.0,23.0,48.0,57.0,64.0,23.0,24.0
5015832,17.0,20.0,22.0,23.0,46.0,18.0,18.0,20.0,23.0,21.0,66.0,76.0,46.0,45.0,68.0,65.0,72.0,79.0,23.0,21.0,49.0,56.0,49.0,56.0,24.0,47.0,54.0,59.0,22.0,22.0
5015833,16.0,17.0,19.0,21.0,45.0,18.0,19.0,13.0,18.0,18.0,62.0,62.0,37.0,42.0,69.0,66.0,73.0,71.0,18.0,18.0,46.0,45.0,46.0,45.0,18.0,48.0,54.0,58.0,21.0,24.0
5015834,13.0,16.0,23.0,21.0,41.0,17.0,16.0,13.0,19.0,17.0,69.0,68.0,46.0,41.0,63.0,68.0,70.0,77.0,19.0,17.0,56.0,52.0,56.0,52.0,23.0,51.0,54.0,64.0,20.0,22.0
5015835,18.0,16.0,23.0,21.0,46.0,17.0,17.0,17.0,19.0,18.0,76.0,70.0,46.0,43.0,70.0,68.0,56.0,76.0,19.0,18.0,58.0,54.0,58.0,54.0,23.0,51.0,39.0,59.0,22.0,24.0
5015836,15.0,16.0,22.0,20.0,47.0,19.0,19.0,12.0,20.0,20.0,71.0,64.0,43.0,41.0,69.0,92.0,74.0,73.0,20.0,20.0,56.0,48.0,56.0,48.0,21.0,73.0,55.0,61.0,21.0,22.0
5015837,12.0,17.0,19.0,21.0,46.0,17.0,16.0,15.0,21.0,19.0,63.0,61.0,37.0,40.0,70.0,71.0,70.0,65.0,21.0,19.0,51.0,44.0,51.0,44.0,18.0,54.0,54.0,50.0,19.0,24.0
5015838,13.0,16.0,23.0,21.0,46.0,16.0,19.0,15.0,21.0,20.0,82.0,82.0,41.0,43.0,68.0,78.0,73.0,86.0,21.0,20.0,69.0,66.0,69.0,66.0,18.0,62.0,54.0,71.0,22.0,22.0
5015839,18.0,18.0,23.0,22.0,44.0,16.0,17.0,20.0,22.0,21.0,79.0,74.0,46.0,43.0,65.0,69.0,75.0,80.0,22.0,21.0,61.0,56.0,61.0,56.0,23.0,53.0,58.0,60.0,21.0,21.0
5015840,17.0,20.0,20.0,23.0,44.0,18.0,18.0,18.0,22.0,22.0,79.0,72.0,40.0,44.0,66.0,71.0,80.0,82.0,22.0,22.0,62.0,52.0,62.0,52.0,20.0,53.0,62.0,64.0,21.0,22.0
5015841,14.0,18.0,15.0,20.0,45.0,13.0,15.0,14.0,17.0,15.0,75.0,73.0,34.0,43.0,67.0,64.0,71.0,59.0,17.0,15.0,61.0,55.0,61.0,55.0,19.0,51.0,56.0,45.0,23.0,22.0
5015842,12.0,14.0,23.0,19.0,44.0,14.0,16.0,14.0,23.0,22.0,68.0,57.0,44.0,40.0,66.0,61.0,53.0,67.0,23.0,22.0,56.0,43.0,56.0,43.0,21.0,47.0,37.0,53.0,21.0,22.0
5015843,19.0,18.0,22.0,23.0,44.0,19.0,16.0,17.0,20.0,21.0,70.0,72.0,45.0,45.0,65.0,75.0,66.0,66.0,20.0,21.0,51.0,54.0,51.0,54.0,23.0,56.0,50.0,49.0,22.0,21.0
5015844,19.0,19.0,22.0,23.0,45.0,20.0,18.0,20.0,23.0,21.0,89.0,76.0,45.0,42.0,67.0,93.0,81.0,81.0,23.0,21.0,70.0,57.0,70.0,57.0,23.0,73.0,63.0,61.0,19.0,22.0
5015845,12.0,13.0,22.0,20.0,42.0,14.0,14.0,11.0,20.0,20.0,62.0,56.0,38.0,38.0,62.0,71.0,63.0,75.0,20.0,20.0,50.0,43.0,50.0,43.0,16.0,57.0,49.0,64.0,18.0,20.0
5015846,15.0,19.0,23.0,22.0,48.0,16.0,18.0,14.0,22.0,21.0,79.0,87.0,41.0,43.0,72.0,76.0,77.0,74.0,22.0,21.0,64.0,68.0,64.0,68.0,18.0,60.0,59.0,60.0,21.0,24.0
5015847,14.0,19.0,20.0,23.0,43.0,15.0,15.0,17.0,20.0,19.0,72.0,67.0,40.0,45.0,66.0,65.0,79.0,74.0,20.0,19.0,58.0,48.0,58.0,48.0,20.0,50.0,64.0,57.0,22.0,23.0
5015848,16.0,19.0,20.0,21.0,44.0,18.0,15.0,20.0,21.0,19.0,83.0,68.0,43.0,43.0,66.0,78.0,81.0,81.0,21.0,19.0,67.0,49.0,67.0,49.0,23.0,60.0,66.0,61.0,22.0,22.0
5015849,16.0,17.0,22.0,19.0,46.0,18.0,18.0,16.0,18.0,20.0,61.0,71.0,43.0,39.0,68.0,67.0,71.0,74.0,18.0,20.0,45.0,54.0,45.0,54.0,21.0,49.0,53.0,58.0,20.0,22.0
5015850,12.0,18.0,22.0,21.0,48.0,17.0,19.0,14.0,22.0,23.0,57.0,73.0,43.0,44.0,71.0,78.0,77.0,77.0,22.0,23.0,45.0,55.0,45.0,55.0,21.0,61.0,58.0,63.0,23.0,23.0
5015851,16.0,19.0,22.0,22.0,48.0,18.0,19.0,15.0,19.0,17.0,75.0,72.0,45.0,45.0,71.0,77.0,79.0,83.0,19.0,17.0,59.0,53.0,59.0,53.0,23.0,59.0,60.0,68.0,23.0,23.0
5015852,16.0,20.0,23.0,23.0,47.0,19.0,19.0,17.0,23.0,23.0,74.0,74.0,43.0,46.0,71.0,78.0,81.0,87.0,23.0,23.0,58.0,54.0,58.0,54.0,20.0,59.0,62.0,70.0,23.0,24.0
5015853,18.0,14.0,21.0,19.0,45.0,15.0,15.0,18.0,19.0,16.0,85.0,79.0,41.0,41.0,66.0,69.0,80.0,79.0,19.0,16.0,67.0,65.0,67.0,65.0,20.0,54.0,65.0,61.0,22.0,21.0
5015854,13.0,16.0,18.0,22.0,45.0,14.0,14.0,17.0,18.0,18.0,59.0,53.0,36.0,42.0,66.0,54.0,66.0,73.0,18.0,18.0,46.0,37.0,46.0,37.0,18.0,40.0,52.0,56.0,20.0,21.0
5015855,12.0,18.0,19.0,23.0,48.0,19.0,19.0,15.0,19.0,18.0,83.0,85.0,40.0,46.0,72.0,72.0,77.0,75.0,19.0,18.0,71.0,67.0,71.0,67.0,21.0,53.0,58.0,60.0,23.0,24.0
5015856,18.0,19.0,23.0,24.0,47.0,18.0,19.0,15.0,24.0,23.0,70.0,87.0,46.0,47.0,71.0,86.0,88.0,84.0,24.0,23.0,52.0,68.0,52.0,68.0,23.0,68.0,69.0,69.0,23.0,24.0
5015857,11.0,14.0,16.0,21.0,44.0,14.0,12.0,15.0,18.0,17.0,51.0,61.0,33.0,44.0,66.0,69.0,68.0,59.0,18.0,17.0,40.0,47.0,40.0,47.0,17.0,55.0,56.0,44.0,23.0,22.0
5015858,19.0,18.0,22.0,21.0,45.0,18.0,18.0,18.0,20.0,16.0,81.0,76.0,45.0,43.0,66.0,69.0,88.0,89.0,20.0,16.0,62.0,58.0,62.0,58.0,23.0,51.0,70.0,71.0,22.0,21.0
5015859,18.0,18.0,24.0,22.0,47.0,19.0,19.0,19.0,22.0,21.0,74.0,69.0,47.0,46.0,70.0,78.0,65.0,76.0,22.0,21.0,56.0,51.0,56.0,51.0,23.0,59.0,46.0,57.0,24.0,23.0
5015860,18.0,19.0,20.0,22.0,45.0,18.0,15.0,17.0,19.0,18.0,82.0,88.0,42.0,44.0,69.0,79.0,79.0,86.0,19.0,18.0,64.0,69.0,64.0,69.0,22.0,61.0,64.0,69.0,22.0,24.0
5015861,19.0,19.0,20.0,21.0,45.0,20.0,16.0,15.0,19.0,20.0,63.0,75.0,41.0,45.0,69.0,75.0,64.0,76.0,19.0,20.0,44.0,56.0,44.0,56.0,21.0,55.0,48.0,61.0,24.0,24.0
5015862,13.0,15.0,23.0,23.0,48.0,17.0,15.0,15.0,23.0,23.0,71.0,70.0,45.0,45.0,71.0,59.0,59.0,60.0,23.0,23.0,58.0,55.0,58.0,55.0,22.0,42.0,44.0,45.0,22.0,23.0
5015863,11.0,16.0,20.0,23.0,32.0,16.0,14.0,18.0,22.0,20.0,58.0,60.0,41.0,44.0,50.0,62.0,65.0,85.0,22.0,20.0,47.0,44.0,47.0,44.0,21.0,46.0,51.0,67.0,21.0,18.0
5015864,18.0,17.0,23.0,23.0,47.0,18.0,19.0,17.0,18.0,22.0,70.0,57.0,45.0,46.0,70.0,64.0,84.0,60.0,18.0,22.0,52.0,40.0,52.0,40.0,22.0,46.0,65.0,43.0,23.0,23.0
